sample_id,true_label,pred_label,confidence
207:430527,L,V,0.6079378128051758
207:430879,L,V,0.6485158801078796
207:431224,L,V,0.6315593123435974
207:431558,L,V,0.557466983795166
207:431919,L,V,0.7732167840003967
207:432287,L,V,0.6395969986915588
207:432646,L,V,0.6241386532783508
207:432996,L,V,0.7119715809822083
207:433337,L,V,0.5694090723991394
207:433684,L,V,0.5739739537239075
207:434048,L,V,0.7003644704818726
207:434407,L,V,0.5959926247596741
207:434764,L,V,0.7065398097038269
207:435113,L,V,0.5350458025932312
207:435461,L,V,0.5780110955238342
207:435795,L,V,0.79580157995224
207:436150,L,V,0.4158896803855896
207:436523,L,V,0.710991621017456
207:436880,L,V,0.6290728449821472
207:437228,L,V,0.33743810653686523
207:437568,L,V,0.6560388803482056
207:437903,L,V,0.6901417970657349
207:438260,L,V,0.4660728871822357
207:438619,L,V,0.6711142659187317
207:438975,L,V,0.6483462452888489
207:439326,L,V,0.6066411137580872
207:439668,L,V,0.6966850757598877
207:440008,L,V,0.3864530324935913
207:440349,L,V,0.7622265815734863
207:440714,L,V,0.8714821934700012
207:441077,L,V,0.5629676580429077
207:441426,L,V,0.716269850730896
207:441770,L,V,0.5910106301307678
207:442110,L,V,0.8550503253936768
207:442457,L,V,0.833850085735321
207:442814,L,V,0.5194599032402039
207:443172,L,V,0.8040979504585266
207:443523,L,V,0.833342969417572
207:443872,L,V,0.6706230044364929
207:444215,L,V,0.7731605768203735
207:444551,L,V,0.6886494755744934
207:444919,L,V,0.6055481433868408
207:445283,L,V,0.7719733119010925
207:445636,L,V,0.5898373126983643
207:445981,L,V,0.5854292511940002
207:446320,L,V,0.6516425609588623
207:446665,L,V,0.6484869718551636
207:447026,L,V,0.6970255970954895
207:447390,L,V,0.6118025779724121
207:447745,L,V,0.63397216796875
207:448099,L,V,0.5541752576828003
207:448446,L,V,0.5714793801307678
207:448781,L,V,0.5798576474189758
207:449142,L,V,0.5447487831115723
207:449510,L,V,0.6183943748474121
207:449867,L,V,0.5120258331298828
207:450215,L,V,0.5758886337280273
207:450556,L,V,0.5824794769287109
207:450903,L,V,0.5160242915153503
207:451257,L,V,0.5749757289886475
207:451617,L,V,0.6477497220039368
207:451973,L,V,0.5763484835624695
207:452325,L,V,0.5825387239456177
207:452674,L,V,0.6518399119377136
207:453009,L,V,0.46538397669792175
207:453361,L,V,0.6388406753540039
207:453734,L,V,0.8138787746429443
207:454091,L,V,0.4943864643573761
207:454436,L,V,0.5909353494644165
207:454777,L,V,0.8520418405532837
207:455121,L,R,0.3641355037689209
207:455466,L,V,0.7088543772697449
207:455828,L,V,0.797134518623352
207:456185,L,V,0.36607953906059265
207:456541,L,V,0.81000816822052
207:456888,L,V,0.6102849841117859
207:457221,L,V,0.5209059119224548
207:457562,L,V,0.7145540714263916
207:457924,L,V,0.5241983532905579
207:458285,L,V,0.8185374736785889
207:458636,L,V,0.6746419072151184
207:458974,L,V,0.32040315866470337
207:459318,L,V,0.8281878232955933
207:459659,L,V,0.6008470058441162
207:460016,L,V,0.3530677855014801
207:460374,L,V,0.7341192960739136
207:460728,L,V,0.600868821144104
207:461081,L,V,0.3688350319862366
207:461417,L,V,0.5278231501579285
207:461751,L,V,0.7202198505401611
207:462113,L,V,0.6484888792037964
207:462474,L,V,0.5724118947982788
207:462824,L,V,0.46740829944610596
207:463164,L,V,0.6303552985191345
207:463507,L,V,0.5837578177452087
207:463846,L,V,0.600981593132019
207:464199,L,V,0.7064101696014404
207:464563,L,V,0.66600501537323
207:464917,L,V,0.6348659992218018
207:465272,L,V,0.6152886748313904
207:465612,L,V,0.4338151216506958
207:465944,L,V,0.4424651861190796
207:466297,L,V,0.5947272181510925
207:466664,L,V,0.5480297803878784
207:467025,L,V,0.6397801041603088
207:467374,L,V,0.6608628630638123
207:467721,L,V,0.6363458633422852
207:468069,L,V,0.4870882034301758
207:468417,L,V,0.6354491114616394
207:468782,L,V,0.6712988615036011
207:469142,L,V,0.6013392806053162
207:469499,L,V,0.6255621910095215
207:469850,L,V,0.7394660711288452
207:470192,L,V,0.6226958632469177
207:470536,L,V,0.6619256138801575
207:470909,L,V,0.8046016097068787
207:471277,L,V,0.6000427007675171
207:471622,L,V,0.642160177230835
207:471973,L,V,0.6081821918487549
207:472323,L,V,0.580409586429596
207:472669,L,V,0.5480561852455139
207:473031,L,V,0.6462543606758118
207:473396,L,V,0.6532137989997864
207:473757,L,V,0.5905610918998718
207:474103,L,V,0.6363826394081116
207:474444,L,V,0.5065662264823914
207:474783,L,V,0.7041536569595337
207:475143,L,V,0.8266319632530212
207:475512,L,V,0.42022639513015747
207:475859,L,V,0.7788748145103455
207:476206,L,V,0.716110110282898
207:476558,L,V,0.4314240515232086
207:476890,L,V,0.7710024118423462
207:477251,L,V,0.6717998385429382
207:477609,L,V,0.6599854826927185
207:477963,L,V,0.8513950109481812
207:478314,L,V,0.5441444516181946
207:478654,L,V,0.7227595448493958
207:478986,L,V,0.8166188597679138
207:479350,L,V,0.5898822546005249
207:479713,L,V,0.741416871547699
207:480064,L,V,0.7117921710014343
207:480415,L,V,0.5985943078994751
207:480759,L,V,0.6362140774726868
207:481097,L,V,0.764805257320404
207:481455,L,V,0.6036376357078552
207:481815,L,V,0.7243938446044922
207:482182,L,V,0.7556190490722656
207:482536,L,V,0.6076434254646301
207:482874,L,V,0.6267215013504028
207:483212,L,V,0.6017752885818481
207:483568,L,V,0.7289565801620483
207:483942,L,V,0.6995418667793274
207:484302,L,V,0.7390762567520142
207:484652,L,V,0.6583157777786255
207:485009,L,V,0.6712064146995544
207:485350,L,V,0.5613656640052795
207:485698,L,V,0.6947146058082581
207:486064,L,V,0.7440948486328125
207:486427,L,V,0.7017069458961487
207:486785,L,V,0.6391741633415222
207:487130,L,V,0.5710145235061646
207:487473,L,V,0.6599792838096619
207:487828,L,V,0.6372718811035156
207:488199,L,V,0.669502317905426
207:488559,L,V,0.5814550518989563
207:488914,L,V,0.7478698492050171
207:489266,L,V,0.6245526671409607
207:489612,L,V,0.6245909929275513
207:489958,L,V,0.7017333507537842
207:490320,L,V,0.5864819288253784
207:490692,L,V,0.7380897998809814
207:491048,L,V,0.7463147640228271
207:491391,L,V,0.41679051518440247
207:491734,L,V,0.6348329782485962
207:492079,L,V,0.8895642757415771
207:492453,L,V,0.44756296277046204
207:492811,L,V,0.7841812968254089
207:493161,L,V,0.8368234634399414
207:493515,L,V,0.4187603294849396
207:493852,L,V,0.8831143379211426
207:494189,L,V,0.7978265285491943
207:494549,L,V,0.656165361404419
207:494908,L,V,0.8730945587158203
207:495267,L,V,0.5947290658950806
207:495610,L,V,0.8356586694717407
207:495951,L,V,0.790421187877655
207:496293,L,V,0.47801733016967773
207:496654,L,V,0.8979610800743103
207:497016,L,V,0.7981399297714233
207:497371,L,V,0.5200446248054504
207:497716,L,V,0.6911733746528625
207:498064,L,V,0.8549402356147766
207:498400,L,V,0.7666735053062439
207:498750,L,V,0.6692062616348267
207:499122,L,V,0.740231990814209
207:499481,L,V,0.6178313493728638
207:499830,L,V,0.7673364877700806
207:500175,L,V,0.6141047477722168
207:500510,L,V,0.8084096312522888
207:500875,L,V,0.6662836670875549
207:501243,L,V,0.7554078102111816
207:501596,L,V,0.6316950917243958
207:501953,L,V,0.624801516532898
207:502303,L,V,0.496594101190567
207:502639,L,V,0.44802430272102356
207:502987,L,V,0.7122758030891418
207:503354,L,V,0.6962108612060547
207:503717,L,V,0.6171696782112122
207:504070,L,V,0.6549596786499023
207:504418,L,V,0.6218076348304749
207:504761,L,V,0.6593317985534668
207:505115,L,V,0.8777894973754883
207:505481,L,V,0.7667463421821594
207:505842,L,V,0.822314977645874
207:506198,L,V,0.8303994536399841
207:506551,L,V,0.7008289098739624
207:506899,L,V,0.7894660830497742
207:507245,L,V,0.9347440600395203
207:507622,L,V,0.8756498098373413
207:507994,L,V,0.8291041254997253
207:508350,L,V,0.833989143371582
207:508703,L,V,0.6535657048225403
207:509045,L,V,0.6647553443908691
207:509401,L,V,0.9068570137023926
207:509774,L,V,0.5361965894699097
207:510136,L,V,0.7317745089530945
207:510495,L,V,0.9325882792472839
207:510853,L,V,0.5908458232879639
207:511197,L,V,0.7604752779006958
207:511538,L,V,0.8833773136138916
207:511907,L,V,0.5602043271064758
207:512274,L,V,0.914208173751831
207:512628,L,V,0.8862228989601135
207:512976,L,V,0.8426656723022461
207:513318,L,V,0.909723699092865
207:513668,L,V,0.9516457915306091
207:514030,L,V,0.7915844917297363
207:514389,L,V,0.8835148811340332
207:514742,L,V,0.8970654010772705
207:515093,L,V,0.6139644384384155
207:515437,L,V,0.816579282283783
207:515777,L,V,0.7822657823562622
207:516145,L,V,0.8124057054519653
207:516513,L,V,0.8534537553787231
207:516866,L,V,0.6636485457420349
207:517213,L,V,0.6896176338195801
207:517554,L,V,0.8680589199066162
207:517900,L,V,0.5775907039642334
207:518259,L,V,0.7329123616218567
207:518626,L,V,0.8073940873146057
207:518983,L,V,0.6704429388046265
207:519336,L,V,0.6865484714508057
207:519681,L,V,0.8542030453681946
207:520018,L,V,0.6652296185493469
207:520379,L,V,0.7977970838546753
207:520749,L,V,0.9240168929100037
207:521108,L,V,0.8527353405952454
207:521457,L,V,0.8836837410926819
207:521801,L,V,0.8229086995124817
207:522146,L,V,0.6815786957740784
207:522501,L,V,0.7131421566009521
207:522868,L,V,0.7909680604934692
207:523226,L,V,0.8883760571479797
207:523584,L,V,0.7606656551361084
207:523932,L,V,0.7361125946044922
207:524268,L,V,0.7466049790382385
207:524633,L,V,0.8675841689109802
207:525003,L,V,0.870707631111145
207:525358,L,V,0.9126210808753967
207:525714,L,V,0.7583402991294861
207:526057,L,V,0.7568479180335999
207:526402,L,V,0.8533771634101868
207:526760,L,V,0.7989041209220886
207:527127,L,V,0.801049530506134
207:527491,L,V,0.9417162537574768
207:527852,L,V,0.7628790736198425
207:528198,L,V,0.7687790393829346
207:528536,L,V,0.9349435567855835
207:528896,L,V,0.7589091658592224
207:529266,L,V,0.8702445030212402
207:529627,L,V,0.8346866369247437
207:529979,L,V,0.6241543889045715
207:530320,L,V,0.7599663734436035
207:530668,L,V,0.758388340473175
207:531012,L,V,0.40344199538230896
207:531372,L,V,0.8527255654335022
207:531737,L,V,0.7757605314254761
207:532092,L,V,0.6633632779121399
207:532439,L,V,0.8444122076034546
207:532780,L,V,0.6345697045326233
207:533126,L,V,0.7232195138931274
207:533494,L,V,0.8745986223220825
207:533858,L,V,0.7944679260253906
207:534207,L,V,0.809243381023407
207:534553,L,V,0.8523001670837402
207:534903,L,V,0.710112452507019
207:535246,L,V,0.8434726595878601
207:535612,L,V,0.9296276569366455
207:535981,L,V,0.8605619072914124
207:536339,L,V,0.7131942510604858
207:536690,L,V,0.905943751335144
207:537031,L,V,0.7376794815063477
207:537370,L,V,0.8076133131980896
207:537738,L,V,0.9082616567611694
207:538106,L,V,0.8388698101043701
207:538461,L,V,0.7093549966812134
207:538809,L,V,0.8521344065666199
207:539164,L,V,0.7102940082550049
207:539502,L,V,0.6111834645271301
207:539865,L,V,0.8071916103363037
207:540233,L,V,0.6394355893135071
207:540592,L,V,0.7999616861343384
207:540949,L,V,0.8241507411003113
207:541291,L,V,0.7720290422439575
207:541632,L,V,0.951813817024231
207:541999,L,V,0.8767115473747253
207:542368,L,V,0.779901385307312
207:542720,L,V,0.7627604603767395
207:543072,L,V,0.892987072467804
207:543427,L,V,0.9184219241142273
207:543768,L,V,0.6266525983810425
207:544132,L,V,0.9093011617660522
207:544501,L,V,0.8267546892166138
207:544865,L,V,0.7116807103157043
207:545219,L,V,0.9239130616188049
207:545564,L,V,0.9139474034309387
207:545907,L,V,0.9412935972213745
207:546267,L,V,0.9668015837669373
207:546647,L,V,0.9863172769546509
207:547005,L,V,0.9380531311035156
207:547359,L,V,0.97165447473526
207:547723,L,V,0.9163780808448792
207:548065,L,V,0.8801705837249756
207:548425,L,V,0.9717961549758911
207:548804,L,V,0.8128935098648071
207:549164,L,V,0.8996438384056091
207:549521,L,V,0.9631904363632202
207:549866,L,V,0.9491069912910461
207:550213,L,V,0.8930673003196716
207:550545,L,V,0.6884317994117737
207:550935,L,V,0.5672685503959656
207:551291,L,V,0.9310693740844727
207:551673,L,A,0.5163636803627014
207:552394,L,V,0.9361937642097473
207:552615,V,A,0.6182658076286316
207:553125,L,V,0.9248600602149963
207:553873,L,V,0.9682840704917908
207:554577,L,V,0.7207610607147217
207:629617,L,V,0.8907243013381958
207:629933,L,V,0.8011499047279358
207:630158,A,V,0.9458048343658447
207:630472,L,V,0.8883819580078125
207:630705,A,V,0.9412429332733154
207:630910,A,V,0.9402129054069519
207:631192,L,V,0.8795879483222961
207:631420,A,V,0.9439772367477417
207:631608,A,V,0.9671419262886047
207:631790,A,V,0.9813905954360962
207:631959,A,V,0.9900330305099487
207:632128,A,V,0.9938470125198364
207:632289,A,V,0.9915910363197327
207:632461,A,V,0.9933576583862305
207:632637,A,V,0.9937878847122192
207:632819,A,V,0.9935455322265625
207:632996,A,V,0.9929893016815186
207:633171,A,V,0.9886355996131897
207:633347,A,V,0.987482488155365
207:633519,A,V,0.9907102584838867
207:633690,A,V,0.9934195876121521
207:633860,A,V,0.9923574924468994
207:634030,A,V,0.9906410574913025
207:634202,A,V,0.9883995652198792
207:634374,A,V,0.9700725674629211
207:634558,A,V,0.9565790295600891
207:634741,A,V,0.9633575677871704
207:634927,A,V,0.9516857266426086
207:635112,A,V,0.9683842658996582
207:635293,A,V,0.9672655463218689
207:635476,A,V,0.9712821841239929
207:635664,A,V,0.9690568447113037
207:635846,A,V,0.9719172120094299
207:636021,A,V,0.9838257431983948
207:636191,A,V,0.986954391002655
207:636360,A,V,0.9876344799995422
207:636526,A,V,0.9766976237297058
207:636708,A,V,0.9707940816879272
207:636895,A,V,0.9746096134185791
207:637084,A,V,0.9744072556495667
207:637265,A,V,0.9737116098403931
207:637451,A,V,0.982855498790741
207:637628,A,V,0.9730013608932495
207:637810,A,V,0.9791486859321594
207:637990,A,V,0.9841594099998474
207:638163,A,V,0.9797850847244263
207:638339,A,V,0.9834826588630676
207:638512,A,V,0.9857761859893799
207:638674,A,V,0.9827411770820618
207:638849,A,V,0.9723972678184509
207:639032,A,V,0.9786242842674255
207:639227,A,V,0.9710220694541931
207:639413,A,V,0.9793320298194885
207:639590,A,V,0.9826438426971436
207:639762,A,V,0.9820806384086609
207:639946,A,V,0.9808833003044128
207:640120,A,V,0.9749947786331177
207:640309,A,V,0.979637086391449
207:640475,A,V,0.9847037196159363
207:640647,A,V,0.9795496463775635
207:640813,A,V,0.9818732738494873
207:640986,A,V,0.9770350456237793
207:641166,A,V,0.976226806640625
207:641364,A,V,0.9771231412887573
207:641546,A,V,0.9785619974136353
207:641728,A,V,0.978358805179596
207:641906,A,V,0.9631081819534302
207:642086,A,V,0.9764716029167175
207:642255,A,V,0.9860818982124329
207:642432,A,V,0.9858025908470154
207:642606,A,V,0.9787998199462891
207:642785,A,V,0.9717569947242737
207:642960,A,V,0.9762343764305115
207:643134,A,V,0.9823083877563477
207:643307,A,V,0.9844179749488831
207:643495,A,V,0.9717860221862793
207:643677,A,V,0.9772468209266663
207:643860,A,V,0.9768761396408081
207:644042,A,V,0.9717027544975281
207:644224,A,V,0.9741012454032898
207:644402,A,V,0.9792578816413879
207:644580,A,V,0.9825441241264343
207:644748,A,V,0.9844217896461487
207:644923,A,V,0.9822156429290771
207:645093,A,V,0.9803799390792847
207:645273,A,V,0.9749324321746826
207:645445,A,V,0.9748556017875671
207:645632,A,V,0.9655506014823914
207:645817,A,V,0.9658133387565613
207:646010,A,V,0.9760104417800903
207:646192,A,V,0.9698907136917114
207:646376,A,V,0.9802946448326111
207:646543,A,V,0.9817315936088562
207:646724,A,V,0.970236599445343
207:646906,A,V,0.9618452191352844
207:647092,A,V,0.9748277068138123
207:647256,A,V,0.9795272946357727
207:647433,A,V,0.9540957808494568
207:647616,A,V,0.962888777256012
207:647807,A,V,0.9713914394378662
207:647989,A,V,0.9794806241989136
207:648166,A,V,0.9727498888969421
207:648356,A,V,0.9709208011627197
207:648546,A,V,0.9726366996765137
207:648729,A,V,0.9790948033332825
207:648899,A,V,0.9661827087402344
207:649081,A,V,0.9383063912391663
207:649262,A,V,0.9727396965026855
207:649431,A,V,0.9892623424530029
207:649602,A,V,0.9383831024169922
212:214,R,A,0.9783898591995239
212:451,R,A,0.9712595343589783
212:696,R,A,0.7524900436401367
212:924,R,A,0.3215034306049347
212:1168,R,A,0.4999997019767761
212:1953,R,A,0.4037606418132782
212:2191,R,A,0.5119965672492981
212:2397,R,A,0.9931918978691101
212:2604,R,A,0.9823920726776123
212:3049,R,A,0.43125003576278687
212:3280,R,A,0.9628884792327881
212:3789,R,A,0.47900524735450745
212:4030,R,A,0.37954336404800415
212:4278,R,A,0.9253525137901306
212:4516,R,A,0.8684020042419434
212:5199,R,A,0.878861665725708
212:5438,R,A,0.936267614364624
212:5680,R,A,0.42037302255630493
212:6161,R,A,0.8384160995483398
212:6398,R,A,0.9213438630104065
212:7091,R,A,0.9200416207313538
212:7333,R,A,0.5614838600158691
212:7813,R,A,0.7535993456840515
212:8068,R,A,0.858176052570343
212:8331,R,A,0.39351505041122437
212:8571,R,A,0.4452117681503296
212:8806,R,A,0.9554928541183472
212:9049,R,A,0.5836549401283264
212:9506,R,A,0.7000041604042053
212:9741,R,A,0.9251310229301453
212:9992,R,A,0.4290800094604492
212:10232,R,A,0.49465566873550415
212:10478,R,A,0.9839804768562317
212:10716,R,A,0.3931299149990082
212:10943,R,A,0.5591873526573181
212:11171,R,A,0.9203925132751465
212:11402,R,A,0.9451916813850403
212:11637,R,A,0.4402720630168915
212:11868,R,A,0.4695947766304016
212:12097,R,A,0.9584658145904541
212:12335,R,A,0.9171772003173828
212:12574,R,A,0.3881606459617615
212:12809,R,A,0.7410531044006348
212:13044,R,A,0.9360337257385254
212:13731,R,A,0.8819581866264343
212:13972,R,A,0.8241298198699951
212:14467,R,A,0.46312880516052246
212:14727,R,A,0.6648045778274536
212:15699,R,A,0.6202659010887146
212:16416,R,A,0.7494994401931763
212:16669,R,A,0.9119587540626526
212:17415,R,A,0.7496401071548462
212:17661,R,A,0.9636462330818176
212:17899,R,A,0.6704997420310974
212:18591,R,A,0.9017860889434814
212:18837,R,A,0.9652462005615234
212:19080,R,A,0.68997722864151
212:19516,R,A,0.9280017614364624
212:19730,R,A,0.6652378439903259
212:19936,R,A,0.5780544877052307
212:20150,R,A,0.8506401181221008
212:20386,R,A,0.6708544492721558
212:20629,R,A,0.957524299621582
212:20880,R,A,0.7219480276107788
212:21363,R,A,0.5772880911827087
212:21603,R,A,0.9840855002403259
212:21830,R,A,0.7720175981521606
212:22048,R,V,0.647879421710968
212:22264,R,A,0.9327430725097656
212:22499,R,A,0.9800244569778442
212:38907,R,A,0.9844967126846313
212:39128,R,V,0.5495656132698059
212:39349,R,A,0.5814791321754456
212:39566,R,A,0.9602600932121277
212:39807,R,A,0.9013848304748535
212:54623,R,A,0.3932454288005829
212:54844,R,A,0.9423622488975525
212:55074,R,A,0.9550544023513794
212:55523,R,A,0.8082489967346191
212:55743,R,A,0.9801971316337585
212:56175,R,A,0.533846378326416
212:56383,R,A,0.8357483744621277
212:56585,R,A,0.9719595909118652
212:56791,R,A,0.5265519618988037
212:57834,R,A,0.684005081653595
212:58060,R,A,0.925349235534668
212:58279,R,A,0.680405855178833
212:58490,R,A,0.7551304697990417
212:58696,R,A,0.8236104846000671
212:58911,R,A,0.8890480399131775
212:59134,R,A,0.9598678350448608
212:59364,R,A,0.6961251497268677
212:59590,R,A,0.4799516499042511
212:59809,R,A,0.9571329951286316
212:60035,R,A,0.9194177985191345
212:60264,R,A,0.9075632095336914
212:60481,R,A,0.8805654048919678
212:60697,R,A,0.4178732633590698
212:60909,R,A,0.6963825821876526
212:61122,R,A,0.9206039905548096
212:61342,R,A,0.9718512296676636
212:61565,R,A,0.9834056496620178
212:61796,R,A,0.5806700587272644
212:62030,R,A,0.5423058271408081
212:62265,R,A,0.9560415744781494
212:62491,R,A,0.9820206165313721
212:62711,R,A,0.6863062977790833
212:62930,R,A,0.5971446633338928
212:63150,R,A,0.9321929216384888
212:63369,R,A,0.9712731838226318
212:63598,R,A,0.7341095209121704
212:63828,R,A,0.6094428300857544
212:64058,R,A,0.9749417304992676
212:64297,R,A,0.9429600834846497
212:64527,R,N,0.33024275302886963
212:64752,R,A,0.7859909534454346
212:64975,R,A,0.9940255880355835
212:65191,R,A,0.979682445526123
212:65408,R,A,0.4611724317073822
212:65616,R,A,0.4807667136192322
212:65838,R,A,0.8732749819755554
212:66078,R,A,0.9667857885360718
212:66318,R,A,0.3975134491920471
212:66554,R,A,0.6764675974845886
212:66787,R,A,0.992871880531311
212:67013,R,A,0.9712271690368652
212:67231,R,N,0.39546164870262146
212:67446,R,A,0.534148097038269
212:67681,R,A,0.9360994100570679
212:67929,R,A,0.9031915664672852
212:68175,R,A,0.44614899158477783
212:68416,R,A,0.6336117386817932
212:68662,R,A,0.9586211442947388
212:68910,R,A,0.8732553124427795
212:69147,R,N,0.3291313648223877
212:69386,R,A,0.8984442353248596
212:69634,R,A,0.9431920051574707
212:69869,R,A,0.49433255195617676
212:70105,R,A,0.7475122809410095
212:70353,R,A,0.9641950726509094
212:70606,R,A,0.7931402921676636
212:70853,R,A,0.49977797269821167
212:71100,R,A,0.9641169309616089
212:71342,R,A,0.974608302116394
212:71581,R,A,0.416597843170166
212:71811,R,A,0.722309410572052
212:72046,R,A,0.9879763126373291
212:72282,R,A,0.5970110297203064
212:72520,R,V,0.8333565592765808
212:72762,R,A,0.8494318127632141
212:73011,R,A,0.962446928024292
212:73254,R,V,0.8298471570014954
212:73492,R,V,0.8142207860946655
212:73722,R,A,0.9875437617301941
212:73944,R,A,0.9778887033462524
212:74164,R,V,0.9709810018539429
212:74384,R,V,0.982867419719696
212:74613,R,A,0.9798020720481873
212:74853,R,A,0.851451575756073
212:75095,R,V,0.7207876443862915
212:75342,R,N,0.38047271966934204
212:75586,R,A,0.9779279232025146
212:75817,R,A,0.7797227501869202
212:76046,R,A,0.41168710589408875
212:76270,R,A,0.7926120162010193
212:76503,R,A,0.9680089354515076
212:76746,R,A,0.6226987838745117
212:76982,R,A,0.48926177620887756
212:77219,R,A,0.965683102607727
212:77463,R,A,0.9591705203056335
212:77696,R,A,0.524832010269165
212:77919,R,A,0.802649736404419
212:78145,R,A,0.987724244594574
212:78372,R,A,0.8637595176696777
212:78596,R,N,0.5338150858879089
212:78821,R,A,0.6247818470001221
212:79054,R,A,0.9755315780639648
212:79302,R,A,0.6684116125106812
212:79544,R,N,0.454113245010376
212:79779,R,A,0.7501564621925354
212:80013,R,A,0.9719513654708862
212:80236,R,A,0.8487898111343384
212:80461,R,A,0.3948630392551422
212:80689,R,A,0.9241817593574524
212:80916,R,A,0.9874326586723328
212:81151,R,A,0.6959584355354309
212:81387,R,A,0.475871741771698
212:81615,R,A,0.9684356451034546
212:81848,R,A,0.9659644365310669
212:82076,R,A,0.5361487865447998
212:82298,R,A,0.5392822623252869
212:82524,R,A,0.9713601469993591
212:82749,R,A,0.9446361660957336
212:82983,R,A,0.6834841370582581
212:83208,R,A,0.6662883162498474
212:83452,R,A,0.8875768184661865
212:83707,R,A,0.8228466510772705
212:83968,R,A,0.8919119238853455
212:84210,R,A,0.6512634754180908
212:84436,R,A,0.810041069984436
212:84669,R,A,0.9619932770729065
212:84883,R,A,0.9621609449386597
212:85101,R,A,0.6199766397476196
212:85327,R,A,0.7783317565917969
212:85560,R,A,0.9845866560935974
212:85798,R,A,0.9351152181625366
212:86030,R,N,0.42022305727005005
212:86261,R,A,0.6135395765304565
212:86492,R,A,0.9842315316200256
212:86718,R,A,0.9801153540611267
212:86947,R,A,0.42191198468208313
212:87175,R,N,0.369047611951828
212:87413,R,A,0.9762054681777954
212:87665,R,A,0.9515901207923889
212:87910,R,A,0.3893206715583801
212:88157,R,A,0.740888774394989
212:88405,R,A,0.9546201825141907
212:88643,R,A,0.8798479437828064
212:88865,R,N,0.5373945832252502
212:89086,R,A,0.8207329511642456
212:89307,R,A,0.9854419827461243
212:89537,R,A,0.9139209985733032
212:89773,R,N,0.5100498795509338
212:90016,R,A,0.8404672145843506
212:90256,R,A,0.9890428185462952
212:90507,R,A,0.9475507140159607
212:90743,R,V,0.40836307406425476
212:90973,R,A,0.679408609867096
212:91206,R,A,0.9911673665046692
212:91435,R,A,0.9417078495025635
212:91670,R,N,0.47325602173805237
212:91905,R,A,0.8005932569503784
212:92147,R,A,0.9764034748077393
212:92393,R,A,0.9530009031295776
212:92641,R,N,0.42694658041000366
212:92871,R,A,0.7778499722480774
212:93098,R,A,0.9801061153411865
212:93330,R,A,0.9819579720497131
212:93559,R,A,0.7777775526046753
212:93782,R,A,0.37398967146873474
212:94014,R,A,0.9875682592391968
212:94253,R,A,0.984280526638031
212:94495,R,A,0.6304125785827637
212:94724,R,A,0.5047016143798828
212:94955,R,A,0.9926846623420715
212:95184,R,A,0.9510616660118103
212:95403,R,N,0.48456236720085144
212:95622,R,A,0.5135456919670105
212:95851,R,A,0.974818229675293
212:96083,R,A,0.9779557585716248
212:96318,R,A,0.6709277629852295
212:96553,R,N,0.3901834189891815
212:96793,R,A,0.9368547201156616
212:97032,R,A,0.939288854598999
212:97264,R,A,0.8369892239570618
212:97481,R,A,0.40216758847236633
212:97696,R,A,0.9123770594596863
212:97909,R,A,0.9880824685096741
212:98124,R,A,0.92355877161026
212:98349,R,A,0.45227792859077454
212:98581,R,A,0.627465009689331
212:98812,R,A,0.9038522839546204
212:99056,R,A,0.9550195336341858
212:99290,R,A,0.8609800338745117
212:99517,R,A,0.5433667302131653
212:99740,R,A,0.9547680020332336
212:99963,R,A,0.9759508967399597
212:100191,R,A,0.7857604026794434
212:100410,R,A,0.490422785282135
212:100635,R,A,0.8567445874214172
212:100877,R,A,0.9481105804443359
212:101117,R,A,0.9143952131271362
212:101347,R,N,0.4163978099822998
212:101568,R,A,0.5064936280250549
212:101785,R,A,0.9855309724807739
212:102000,R,A,0.985037624835968
212:102217,R,A,0.9824545383453369
212:102435,R,A,0.9259083867073059
212:102658,R,N,0.3883901834487915
212:102878,R,A,0.6427693367004395
212:103101,R,A,0.9035769104957581
212:103329,R,A,0.9826292395591736
212:103555,R,A,0.8883699774742126
212:103771,R,N,0.4569210410118103
212:103982,R,A,0.6478946805000305
212:104190,R,A,0.9833295345306396
212:104415,R,A,0.9812804460525513
212:104640,R,A,0.9815859198570251
212:104871,R,A,0.9861611723899841
212:105103,R,A,0.9453054070472717
212:105335,R,V,0.5841385722160339
212:105561,R,V,0.5001312494277954
212:105775,R,A,0.9673586487770081
212:105992,R,A,0.9655234813690186
212:106210,R,A,0.8623279929161072
212:106428,R,A,0.8225592374801636
212:106649,R,A,0.9877303838729858
212:106882,R,A,0.7682075500488281
212:107110,R,A,0.44146186113357544
212:107340,R,A,0.9212660789489746
212:107569,R,A,0.9117311835289001
212:107803,R,A,0.9232637286186218
212:108018,R,A,0.9705622792243958
212:108457,R,A,0.6518087387084961
212:108891,R,A,0.5256415009498596
212:109115,R,N,0.3853745758533478
212:109347,R,A,0.5268695950508118
212:109580,R,N,0.49520501494407654
212:109812,R,A,0.848983883857727
212:110046,R,A,0.8601280450820923
212:110284,R,A,0.5966407656669617
212:110740,R,A,0.8582282662391663
212:110968,R,A,0.9564023017883301
212:111204,R,N,0.35542377829551697
212:111440,R,N,0.505639910697937
212:111683,R,A,0.9494129419326782
212:111933,R,A,0.9029011130332947
212:124512,N,A,0.5276525616645813
212:125624,R,A,0.3697470724582672
212:125834,R,A,0.7542877793312073
212:126040,R,A,0.9604425430297852
212:126259,R,A,0.9763757586479187
